"","seqnames","start","end","width","strand","fb_t_id","score","nr_ctss","dominant_ctss","tpm.dominant_ctss","q_0.1","q_0.9","interquantile_width","fb_g_id","gene_name","new_start","cage_sig","TPM","cluster"
"630","chr2R",24688178,24688178,1,"-","FBtr0304007",6.0046000563388,3,24688178,3.46145329225843,1,7,7,"FBgn0035049","Mmp1",24688178,47.3003913164139,29.418582,"2"
"631","chr2L",16680577,16680577,1,"+","FBtr0305565",3.53772563737847,2,16680577,2.33839248896063,1,7,7,"FBgn0267347","squ",16680577,40.7686400413513,121.907366,"2"
"632","chr3L",20006462,20006462,1,"+","FBtr0332721",3.57693122050301,2,20006462,2.3124754676422,1,7,7,"FBgn0261574","kug",40012924,87.5868215560913,36.623342,"2"
"633","chrX",928143,928143,1,"+","FBtr0070165",7.26956922114638,4,928143,2.40285727799618,1,8,8,"FBgn0040339","MED22",928143,82.5455388724804,73.534231,"2"
"634","chrX",2610329,2610329,1,"-","FBtr0070446",3.77304840786589,3,2610329,1.88974773878372,1,8,8,"FBgn0029629","eIF3g1",2610331,41.9522464871407,499.809659,"2"
"635","chrX",2703740,2703740,1,"-","FBtr0070501",4.73695247563414,3,2703740,2.71872458751178,1,8,8,"FBgn0024994","Ugalt",8111220,133.133722364902,14.978647,"2"
"636","chrX",6255837,6255837,1,"+","FBtr0070894",3.53440368131821,2,6255837,1.77590905928893,1,8,8,"FBgn0015818","Spx",6255837,31.518982052803,43.342782,"2"
"637","chr2R",24403011,24403011,1,"+","FBtr0072290",4.70651945241465,3,24403011,2.44451530764863,1,8,8,"FBgn0002787","Rpn8",48806022,102.929857611656,240.5264375,"2"
"638","chr3L",12526619,12526619,1,"-","FBtr0075968",2.1806839570303,2,12526619,1.3698430811022,1,8,8,"FBgn0004926","eIF2beta",12526700,203.360994130373,604.4349705,"2"
"639","chr2L",9711260,9711260,1,"-","FBtr0079848",9.9955412586494,3,9711260,4.11112421725386,1,8,8,"FBgn0032138","CG4364",9711260,96.1350826621056,371.9731575,"2"
"640","chr2L",16743096,16743096,1,"-","FBtr0080934",2.87029649413958,2,16743096,2.00854195010838,1,8,8,"FBgn0261068","LSm7",50229288,82.0633286833763,37.420123,"2"
"641","chr2L",21310825,21310825,1,"+","FBtr0081512",2.40747244083581,2,21310825,1.37728755191759,1,8,8,"FBgn0000370","crc",63932610,2080.77879086137,797.6337785,"2"
"642","chr3R",7977737,7977737,1,"-","FBtr0081824",4.93996938374933,2,7977737,4.13340890389028,1,8,8,"FBgn0037533","CD98hc",15955474,104.771024227142,193.0716495,"2"
"643","chr3R",12431331,12431331,1,"+","FBtr0082590",4.04455410902268,3,12431331,2.27997097709259,1,8,8,"FBgn0086134","Prosalpha2",12431361,117.483822137117,324.7183745,"2"
"644","chr2R",12652485,12652485,1,"-","FBtr0087880",10.1244222448983,3,12652485,4.76685448418172,1,8,8,"FBgn0033761","CG8778",12652492,92.4965932071209,137.1589465,"2"
"645","chr3R",3846775,3846775,1,"+","FBtr0113989",16.8056134105217,6,3846775,6.27643747574664,4,11,8,"FBgn0039955","CG41099",15387100,886.038456559181,2.953767,"2"
"646","chr3R",4400524,4400524,1,"+","FBtr0290222",2.67706036479276,2,4400524,1.56735708599904,1,8,8,"FBgn0037244","CG14647",4400524,62.4680786430836,57.120408,"2"
"647","chr3R",14032033,14032033,1,"-","FBtr0301633",9.55411282398225,3,14032033,6.11381895211785,1,8,8,"FBgn0264493","rdx",14032033,121.60452568531,22.573746,"2"
"648","chr4",671149,671149,1,"+","FBtr0310539",4.77578152367905,2,671149,3.48476825037575,1,8,8,"FBgn0039920","CG11360",1342298,170.088522553444,1.482813,"2"
"649","chr3L",23097072,23097072,1,"+","FBtr0344974",1.87104087118131,2,23097072,1.02616717033482,1,8,8,"FBgn0264492","CkIIalpha",23097072,14.1594313979149,12.2176925,"2"
"650","chrX",7324244,7324244,1,"+","FBtr0071049",3.42540889722625,3,7324244,1.76546583113076,1,9,9,"FBgn0029944","Dok",7324244,50.456672847271,24.685749,"2"
"651","chr2R",21481929,21481929,1,"+","FBtr0071641",7.0744572384462,2,21481929,6.08869990206555,1,9,9,"FBgn0026369","Sara",21481929,85.2196116447449,37.2890945,"2"
"652","chr2R",23544038,23544038,1,"+","FBtr0072060",4.51015003428616,3,23544038,2.27997097709259,1,9,9,"FBgn0050185","AIMP3",23544038,50.0183002352715,160.0575655,"2"
"653","chrX",11570322,11570322,1,"-","FBtr0073542",11.5022492553203,4,11570322,5.26679308949486,1,9,9,"FBgn0003277","RpII215",11570322,97.0995049476624,58.2277245,"2"
"654","chrX",17632028,17632028,1,"-","FBtr0074485",2.62350044344994,2,17632028,1.328705043701,1,9,9,"FBgn0267967","corolla",35264056,96.7926446199417,43.067753,"2"
"655","chrX",19683814,19683814,1,"+","FBtr0074750",11.864242750025,5,19683814,4.23330209511477,3,11,9,"FBgn0031057","Ubqn",39367628,245.488589882851,87.498909,"2"
"656","chr3L",17802248,17802248,1,"-","FBtr0075171",2.75664026316688,2,17802248,1.54574832449885,1,9,9,"FBgn0052190","NUCB1",17802274,78.4686740934849,245.1491565,"2"
"657","chr2L",20061512,20061512,1,"+","FBtr0081328",4.35179532253704,4,20061512,1.23775027639147,1,9,9,"FBgn0019686","lok",80246028,136.640699803829,10.1646815,"2"
"658","chr3R",12433812,12433812,1,"-","FBtr0082593",2.5109830393655,2,12433812,1.47678456045071,1,9,9,"FBgn0029512","Aos1",12433812,24.8118827044964,160.07116,"2"
"659","chr3R",15363841,15363841,1,"-","FBtr0083113",3.28352929821071,3,15363841,1.20318933021111,1,9,9,"FBgn0026737","CG6171",30727682,73.2082045078278,17.0611325,"2"
"660","chr3R",18906625,18906625,1,"+","FBtr0083698",2.48741434538431,2,18906625,1.3698430811022,1,9,9,"FBgn0038659","EndoA",56719854,66.281919926405,58.821151,"2"
"661","chr3R",20560114,20560114,1,"-","FBtr0083951",2.04619872060774,2,20560114,1.11363910425887,1,9,9,"FBgn0040575","CG15922",41120246,35.5958459377289,66.2444415,"2"
"662","chr2R",18972507,18972507,1,"-","FBtr0086600",2.60481255989614,3,18972507,0.949011491359569,1,9,9,"FBgn0041702","CG15107",37945014,65.7558730840683,16.9172315,"2"
"663","chr2R",7533516,7533516,1,"+","FBtr0088905",3.83374388867653,3,7533516,1.49137269820187,1,9,9,"FBgn0264294","Cyt-b5",7533579,570.848641008139,571.1398905,"2"
"664","chr4",570775,570775,1,"-","FBtr0089105",2.04344216624832,2,570775,1.20704225500535,1,9,9,"FBgn0039909","ND-49",570775,40.9001520872116,184.0807605,"2"
"665","chrX",176067,176067,1,"+","FBtr0100135",9.19466597172876,3,176067,6.15395294521813,1,9,9,"FBgn0284435","tyn",528189,227.64683175087,2.925404,"2"
"666","chr2L",8438295,8438295,1,"+","FBtr0100473",3.39376862337514,2,8438295,2.12550999128582,1,9,9,"FBgn0002887","mus201",16876590,74.4356476664543,25.5026495,"2"
"667","chr3R",9791194,9791194,1,"-","FBtr0113214",4.64609079219346,3,9791194,2.38034708777624,1,9,9,"FBgn0037755","CG12945",29373582,154.131766587496,31.4447535,"2"
"668","chrX",6600065,6600065,1,"+","FBtr0070948",21.8248017108192,2,6600065,20.4923430874955,1,1,1,"FBgn0029881","pigs",13200130,555.330264210701,35.482715,"3"
"669","chrX",10265259,10265259,1,"-","FBtr0071481",10.1971209916782,2,10265259,9.18706647999191,3,3,1,"FBgn0040942","CG12643",10265259,99.1160143613815,106.0978565,"3"
"670","chr2R",21713358,21713358,1,"+","FBtr0071708",90.0144763458056,3,21713358,84.8857863933371,1,1,1,"FBgn0004362","HmgD",43426716,2692.04542720318,296.880501,"3"
"671","chr2R",22116338,22116338,1,"-","FBtr0071794",2.00517395281362,1,22116338,2.00517395281362,1,1,1,"FBgn0243516","Vrp1",88465352,53.6567914485931,1.201463,"3"
"672","chr2R",22688973,22688973,1,"-","FBtr0071924",7.06652263109445,1,22688973,7.06652263109445,1,1,1,"FBgn0020257","Ppa",68066919,208.051580429077,15.627087,"3"
"673","chr2R",24793406,24793406,1,"-","FBtr0072427",2.4541020496232,1,24793406,2.4541020496232,1,1,1,"FBgn0015801","Reg-5",49586812,36.9986375570297,45.7300175,"3"
"674","chrX",10815624,10815624,1,"-","FBtr0073416",29.5270889539649,2,10815624,27.8882591711195,1,1,1,"FBgn0285926","Imp",21631248,713.407387852669,56.329572,"3"
"675","chrX",12744466,12744466,1,"+","FBtr0073686",2.19158821689209,1,12744466,2.19158821689209,1,1,1,"FBgn0030418","CG4004",25488932,36.9109637737274,2.2628175,"3"
"676","chrX",13404757,13404757,1,"+","FBtr0073778",2.16522085177914,1,13404757,2.16522085177914,1,1,1,"FBgn0030484","GstT4",13404757,25.2064182758331,76.9151445,"3"
"677","chrX",15499010,15499010,1,"+","FBtr0074043",8.24731070645283,1,15499010,8.24731070645283,1,1,1,"FBgn0027287","Gmap",15499010,90.304729282856,52.1266855,"3"
"678","chrX",19713041,19713041,1,"-","FBtr0074812",4.80969761396045,1,19713041,4.80969761396045,1,1,1,"FBgn0040089","meso18E",78852164,225.323450803757,30.843291,"3"
"679","chr3L",18106581,18106581,1,"+","FBtr0075121",2.49553132075961,1,18106581,2.49553132075961,1,1,1,"FBgn0036774","mRpS26",18106581,22.488508015871,90.6368015,"3"
"680","chr3L",15500944,15500944,1,"+","FBtr0075548",2.3739053019467,1,15500944,2.3739053019467,1,1,1,"FBgn0036501","CG7272",15500944,29.4147932529449,145.248043,"3"
"681","chr3L",11252310,11252310,1,"+","FBtr0076168",125.826099066585,4,11252310,110.587226680274,2,2,1,"FBgn0041094","scyl",22504620,4010.05605375767,148.9654805,"3"
"682","chr3L",11074771,11074771,1,"+","FBtr0076207",3.51675934136125,1,11074771,3.51675934136125,1,1,1,"FBgn0036124","CG7839",11074771,44.1002708673477,55.2446035,"3"
"683","chr3L",9423258,9423258,1,"+","FBtr0076457",2.23753130893735,1,9423258,2.23753130893735,1,1,1,"FBgn0023129","aay",9423258,15.2553627789021,27.0424665,"3"
"684","chr3L",9429814,9429814,1,"-","FBtr0076479",3.5022274931714,1,9429814,3.5022274931714,1,1,1,"FBgn0005533","RpS17",9429814,31.3436324596405,4378.1827085,"3"
"685","chr3L",8974733,8974733,1,"-","FBtr0076557",3.51966380930334,1,8974733,3.51966380930334,1,1,1,"FBgn0086706","pix",8974733,34.8944495618343,194.993059,"3"
"686","chr3L",8315468,8315468,1,"-","FBtr0076710",3.70999803982491,1,8315468,3.70999803982491,1,1,1,"FBgn0035872","Cpsf6",16631020,316.592606723309,95.4229605,"3"
"687","chr3L",5248444,5248444,1,"-","FBtr0077174",9.04471865112571,1,5248444,9.04471865112571,1,1,1,"FBgn0052423","shep",5248444,84.2113511562347,29.6819545,"3"
"688","chrX",21054551,21054551,1,"+","FBtr0077247",11.6935784353544,2,21054551,10.8276173403826,4,4,1,"FBgn0031150","bves",63163653,383.225219249725,30.362912,"3"
"689","chr2L",2374528,2374528,1,"-","FBtr0077791",2.39321689398159,1,2374528,2.39321689398159,1,1,1,"FBgn0031418","CG3609",2374528,30.4668878316879,79.544204,"3"
"690","chr2L",1727713,1727713,1,"-","FBtr0077909",5.94752258995129,1,1727713,5.94752258995129,1,1,1,"FBgn0000579","Eno",3455426,220.501352071762,241.084323,"3"
"691","chr2L",1119028,1119028,1,"-","FBtr0077988",6.35360255997766,1,1119028,6.35360255997766,1,1,1,"FBgn0016926","Pino",2238056,104.069627761841,156.4121015,"3"
"692","chr2L",479682,479682,1,"-","FBtr0078083",7.68065814628127,1,479682,7.68065814628127,1,1,1,"FBgn0043364","cbt",1439046,237.77322614193,310.3385835,"3"
"693","chr3R",5483905,5483905,1,"-","FBtr0078766",2.52727684123807,1,5483905,2.52727684123807,1,1,1,"FBgn0015402","ksr",21935620,127.829414725304,17.1902375,"3"
"694","chr2L",5093536,5093536,1,"-","FBtr0079026",7.36452289289845,1,5093536,7.36452289289845,1,1,1,"FBgn0031681","Pgant5",10187072,172.543401837349,28.4381945,"3"
"695","chr2L",5982601,5982601,1,"+","FBtr0079177",4.93497354373622,1,5982601,4.93497354373622,1,1,1,"FBgn0001942","eIF4A",11965202,122.218249559402,388.5275255,"3"
"696","chr2L",7795958,7795958,1,"-","FBtr0079495",2.29623839241976,1,7795958,2.29623839241976,1,1,1,"FBgn0286198","LKRSDH",15591916,38.7521280050278,133.6424705,"3"
"697","chr2L",8007269,8007269,1,"-","FBtr0079549",2.58730615035085,1,8007269,2.58730615035085,1,1,1,"FBgn0031973","Spn28Dc",8007269,19.9897853136063,74.583837,"3"
"698","chr2L",8196895,8196895,1,"-","FBtr0079638",2.34809182736084,1,8196895,2.34809182736084,1,1,1,"FBgn0031995","CG8475",24590685,91.9267098605633,37.162874,"3"
"699","chr2L",8535787,8535787,1,"+","FBtr0079688",2.33839248896063,1,8535787,2.33839248896063,1,1,1,"FBgn0028394","CG17834",25607361,58.6542370319366,3.804114,"3"
"700","chr2L",9699293,9699293,1,"-","FBtr0079851",4.88975886971247,1,9699293,4.88975886971247,1,1,1,"FBgn0000273","Pka-C1",29097879,131.643250465393,32.596502,"3"
"701","chr2L",10314366,10314366,1,"-","FBtr0080061",3.78996641217736,1,10314366,3.78996641217736,1,1,1,"FBgn0032216","Usp14",20628732,120.157898783684,115.2675475,"3"
"702","chr2L",12423432,12423432,1,"-","FBtr0080389",2.12550999128582,1,12423432,2.12550999128582,1,1,1,"FBgn0043841","vir-1",37270296,28.8010729551315,12.2802515,"3"
"703","chr2L",18810979,18810979,1,"-","FBtr0081122",2.89445263587604,1,18810979,2.89445263587604,1,1,1,"FBgn0040992,FBgn0260228","CG10570,CG42502",112866170,126.075925827026,86.2527505,"3"
"704","chr2L",19426408,19426408,1,"-","FBtr0081210",7.22073444178117,1,19426408,7.22073444178117,1,1,1,"FBgn0041789","Pax",19426462,60.8022627234459,225.526482,"3"
"705","chr3R",7186669,7186669,1,"-","FBtr0081605",4.62149895216268,1,7186669,4.62149895216268,1,1,1,"FBgn0037482","CG10055",7186669,77.5919288396835,55.286331,"3"
"706","chr3R",11157100,11157100,1,"+","FBtr0082338",3.43517434411853,1,11157100,3.43517434411853,1,1,1,"FBgn0040259","Ugt302C1",11157100,29.1956068873405,95.164749,"3"
"707","chr3R",11993313,11993313,1,"-","FBtr0082489",2.89751009659923,1,11993313,2.89751009659923,1,1,1,"FBgn0260745","mfas",179899695,281.435132324696,4.1138,"3"
"708","chr3R",15537288,15537288,1,"-","FBtr0083154",2.86076402583567,1,15537288,2.86076402583567,1,1,1,"FBgn0267408","AOX1",15537288,23.8474635481834,119.717291,"3"
"709","chr3R",16338538,16338538,1,"-","FBtr0083273",5.1436821660421,1,16338538,5.1436821660421,1,1,1,"FBgn0040271","Sulf1",32677076,91.2691498994827,28.1956925,"3"
"710","chr3R",18366654,18366654,1,"+","FBtr0083577",2.06891491367904,1,18366654,2.06891491367904,1,1,1,"FBgn0038609","Nup43",18366654,27.1352570056915,62.1873505,"3"
"711","chr3R",21188868,21188868,1,"+","FBtr0084021",9.10805676546238,1,21188868,9.10805676546238,1,1,1,"FBgn0264357","SNF4Agamma",42377736,201.212970256805,25.8270085,"3"
"712","chr3R",22686441,22686441,1,"-","FBtr0084336",2.44451530764863,1,22686441,2.44451530764863,1,1,1,"FBgn0046114","Gclm",45372882,147.030129909515,171.5972845,"3"
"713","chr3R",25050320,25050320,1,"+","FBtr0084763",3.69567028933169,1,25050320,3.69567028933169,1,1,1,"FBgn0039266","CG11791",50100640,81.6249564886093,59.5422695,"3"
"714","chr3R",26988510,26988510,1,"-","FBtr0085080",2.43491863902027,1,26988510,2.43491863902027,1,1,1,"FBgn0051075","CG31075",26988510,28.6257231831551,47.210497,"3"
"715","chr3R",29158130,29158130,1,"+","FBtr0085386",6.12134935710379,1,29158130,6.12134935710379,1,1,1,"FBgn0039644","rdog",58316260,126.514300882816,20.2329765,"3"
"716","chr3R",29255327,29255327,1,"-","FBtr0085397",10.9591200870936,1,29255327,10.9591200870936,1,1,1,"FBgn0003525","stg",29255327,103.938112974167,40.8250285,"3"
"717","chr3R",29493512,29493512,1,"-","FBtr0085433",2.04549247938525,1,29493512,2.04549247938525,1,1,1,"FBgn0039665","CG2310",58987024,40.6809663176537,31.908951,"3"
"718","chr3R",30466052,30466052,1,"+","FBtr0085650",11.5384228062723,1,30466052,11.5384228062723,1,1,1,"FBgn0039776","PH4alphaEFB",30466052,119.982549011707,136.759616,"3"
"719","chr2R",18835266,18835266,1,"+","FBtr0086618",12.880051629105,2,18835266,11.6041962405388,2,2,1,"FBgn0034399","CG15083",18835266,113.889169067144,124.5359355,"3"
"720","chr2R",18406924,18406924,1,"+","FBtr0086675",2.60618630108024,1,18406924,2.60618630108024,1,1,1,"FBgn0063493","GstE7",18406924,24.2419983744621,70.5510185,"3"
"721","chr2R",14889009,14889009,1,"-","FBtr0087455",3.76716409674457,1,14889009,3.76716409674457,1,1,1,"FBgn0013772","Cyp6a8",14889009,35.8588689565659,39.1320315,"3"
"722","chr2R",14618072,14618072,1,"-","FBtr0087501",2.53361330133077,1,14618072,2.53361330133077,1,1,1,"FBgn0026427","Su(var)2-HP2",29236144,150.887807369232,24.487963,"3"
"723","chr2R",14031663,14031663,1,"+","FBtr0087598",5.34497837671952,1,14031663,5.34497837671952,1,1,1,"FBgn0002643","mam",14031663,41.5138732790947,3.1416815,"3"
"724","chr2R",13858663,13858663,1,"-","FBtr0087641",3.22297546640613,1,13858663,3.22297546640613,1,1,1,"FBgn0086356","tum",13858663,61.8981942236423,138.5354665,"3"
"725","chr2R",13502289,13502289,1,"-","FBtr0087698",2.39321689398159,1,13502289,2.39321689398159,1,1,1,"FBgn0004638","drk",13502289,19.7267618179321,24.3022405,"3"
"726","chr2R",12174261,12174261,1,"-","FBtr0088013",9.61291471884912,1,12174261,9.61291471884912,1,1,1,"FBgn0014184","Oda",12174261,114.546732008457,400.148999,"3"
"727","chr2R",11985389,11985389,1,"-","FBtr0088046",4.47492722083384,1,11985389,4.47492722083384,1,1,1,"FBgn0011704","RnrS",11985389,75.224716603756,1160.1086255,"3"
"728","chr3R",9047520,9047520,1,"-","FBtr0089340",2.13876852042696,1,9047520,2.13876852042696,1,1,1,"FBgn0014018","Rel",9047520,18.9815288186073,38.635006,"3"
"729","chr2L",12719046,12719046,1,"+","FBtr0090015",5.57261248394349,1,12719046,5.57261248394349,1,1,1,"FBgn0032456","MRP",114471414,938.599312126637,33.386194,"3"
"730","chr2L",871097,871097,1,"+","FBtr0091486",18.106038477907,1,871097,18.106038477907,1,1,1,"FBgn0053526","PNUTS",871097,248.601034224033,22.33461,"3"
"731","chr3R",29782611,29782611,1,"+","FBtr0099990",9.1125764645889,1,29782611,9.1125764645889,1,1,1,"FBgn0001297","kay",29782611,87.4114697575569,128.827876,"3"
"732","chr2R",12625808,12625808,1,"+","FBtr0110824",15.280451365804,2,12625808,13.9932231436407,1,1,1,"FBgn0033756","CG17760",12625808,143.523155838251,65.791416,"3"
"733","chr2L",18563201,18563201,1,"-","FBtr0112544",2.10558116349181,1,18563201,2.10558116349181,1,1,1,"FBgn0085370","Pde11",55689603,52.8677228093147,2.1818755,"3"
"734","chr2L",18572297,18572297,1,"-","FBtr0112545",3.0070224924053,1,18572297,3.0070224924053,1,1,1,"FBgn0085370","Pde11",37144594,168.68572729826,4.6724375,"3"
"735","chrX",5698558,5698558,1,"+","FBtr0301083",2.80540991619753,1,5698558,2.80540991619753,1,1,1,"FBgn0029791","AdamTS-B",5698558,23.9789741039276,33.446579,"3"
"736","chrX",1843330,1843330,1,"+","FBtr0302657",13.7221161487329,1,1843330,13.7221161487329,1,1,1,"FBgn0283741","prage",1843330,171.973526716232,35.9386425,"3"
"737","chr2L",8230674,8230674,1,"-","FBtr0303109",4.14732074726502,1,8230674,4.14732074726502,1,1,1,"FBgn0032006","Pvr",8230674,34.9821245372295,46.350825,"3"
"738","chr3R",25069906,25069906,1,"+","FBtr0304718",2.06222995804944,1,25069906,2.06222995804944,1,1,1,"FBgn0039271","CG11839",25069906,34.6752631962299,46.430566,"3"
"739","chr2R",24965073,24965073,1,"-","FBtr0308687",12.6126611383646,1,24965073,12.6126611383646,1,1,1,"FBgn0035087","CG2765",24965073,171.973525851965,309.720329,"3"
"740","chr3R",28845269,28845269,1,"+","FBtr0330303",5.52367487876117,1,28845269,5.52367487876117,1,1,1,"FBgn0264324","spg",144226345,260.700113117695,5.893713,"3"
"741","chr2R",21200487,21200487,1,"+","FBtr0339088",2.34809182736084,1,21200487,2.34809182736084,1,1,1,"FBgn0265180,FBgn0265191","CG44245,Gyg",127202922,110.206846475601,37.515753,"3"
"742","chr2R",9842687,9842687,1,"+","FBtr0345020",2.70939389480316,1,9842687,2.70939389480316,1,1,1,"FBgn0033453","Sting",9842687,26.4776971042156,65.4629705,"3"
"743","chr3L",17487635,17487635,1,"+","FBtr0345117",3.33541352076093,1,17487635,3.33541352076093,1,1,1,"FBgn0036732","Oatp74D",34975270,48.7470194101334,2.928432,"3"
"744","chrX",4106115,4106115,1,"+","FBtr0070639",27.0474641178825,2,4106115,24.2204936689283,1,2,2,"FBgn0026084","cib",12318345,1208.72445040941,1113.718066,"3"
"745","chrX",8574308,8574308,1,"+","FBtr0071214",23.7543227867301,3,8574308,19.4838867026856,3,4,2,"FBgn0030052","CG12065",60020156,1730.38766297698,15.0933195,"3"
"746","chr2R",21497210,21497210,1,"-","FBtr0071703",2.40686672303547,2,21497210,1.38472142458808,1,2,2,"FBgn0010470","Fkbp14",42994420,33.4916577339172,431.7729315,"3"
"747","chr2R",22599339,22599339,1,"+","FBtr0071854",4.55897271204432,2,22599339,3.51675934136125,1,2,2,"FBgn0034741","CG4269",45198678,59.7063301801682,22.2902405,"3"
"748","chr3L",3193218,3193218,1,"+","FBtr0073040",113.148932179263,3,3193218,97.029680182498,2,3,2,"FBgn0001233","Hsp83",3193218,1913.05750375986,2552.7496285,"3"
"749","chr3L",3902652,3902652,1,"-","FBtr0073178",22.6401726068695,2,3902652,19.9245573104467,1,2,2,"FBgn0003943","Ubi-p63E",7805422,324.877835065126,46.8654405,"3"
"750","chr3L",4102697,4102697,1,"-","FBtr0073272",7.33013068165411,2,4102697,6.28391596108565,1,2,2,"FBgn0035497","CG14995",12308091,181.223182797432,59.4188695,"3"
"751","chrX",17148260,17148260,1,"-","FBtr0074406",9.90985644627133,2,17148260,8.3677173109785,1,2,2,"FBgn0002590","RpS5a",51444780,433.462710499763,4421.3036035,"3"
"752","chr3L",16807728,16807728,1,"-","FBtr0075344",9.47285058424529,2,16807728,6.1639756483302,1,2,2,"FBgn0036663","CG9674",16807728,84.8250749409199,20.2759805,"3"
"753","chr3L",16661606,16661606,1,"-","FBtr0075355",7.42963681491788,2,16661606,5.90195680961629,1,2,2,"FBgn0260960","Baldspot",33323214,74.1726244688034,306.4029215,"3"
"754","chr3L",16128528,16128528,1,"-","FBtr0075492",2.62349455914705,2,16128528,1.50592329486494,1,2,2,"FBgn0003076","Pgm1",16128528,25.031068354845,47.7736115,"3"
"755","chr3L",5752136,5752136,1,"-","FBtr0077123",5.77906481080394,2,5752136,4.69701663759679,1,2,2,"FBgn0263106","DnaJ-1",11504272,106.87520968914,270.233339,"3"
"756","chr2L",3478434,3478434,1,"+","FBtr0077524",9.35517709933496,2,3478434,8.33303180088758,1,2,2,"FBgn0261560","Thor",6956868,187.141212880611,460.7762605,"3"
"757","chr2L",2753238,2753238,1,"+","FBtr0077714",16.2607170232961,2,2753238,14.5652970813122,1,2,2,"FBgn0031453","Bacc",2753238,316.811787575483,320.591597,"3"
"758","chr2L",18987276,18987276,1,"-","FBtr0081185",13.6619506782354,3,18987276,9.89479694910277,1,2,2,"FBgn0032731","Swip-1",37974552,272.492326974869,504.4856535,"3"
"759","chr3R",11221897,11221897,1,"+","FBtr0082346",4.00472115018263,2,11221897,2.78998275325675,1,2,2,"FBgn0020910","RpL3",44887588,172.543406009674,1747.180159,"3"
"760","chr3R",21024185,21024185,1,"-","FBtr0084047",5.62074236678899,2,21024185,4.29955289120904,1,2,2,"FBgn0046763","CG17278",21024185,54.8403970301151,173.6200425,"3"
"761","chr2R",18802400,18802400,1,"-","FBtr0086635",7.28092351691017,2,18802400,5.61373532042921,1,2,2,"FBgn0010651","MFS14",37604800,124.760808229446,28.679333,"3"
"762","chr2R",14575767,14575767,1,"-","FBtr0087512",9.29256120406202,2,14575767,7.93017328002636,1,2,2,"FBgn0010397","LamC",29151534,148.34524667263,156.3335815,"3"
"763","chr2R",11892125,11892125,1,"+","FBtr0088035",33.8564044710875,3,11892125,27.080978464242,4,5,2,"FBgn0284245","eEF1alpha1",11892125,422.45955106616,8129.040104,"3"
"764","chr2R",10782866,10782866,1,"-","FBtr0088254",5.29914399101153,2,10782866,3.85532296781726,1,2,2,"FBgn0053144","CG33144",10782866,50.5443481504917,15.800199,"3"
"765","chr2R",8145977,8145977,1,"-","FBtr0088815",7.41246521305546,2,8145977,6.50472828762846,1,2,2,"FBgn0263593","Lpin",57021839,454.460741579533,2.0362135,"3"
"766","chr2R",7529285,7529285,1,"-","FBtr0088957",22.348813232477,4,7529285,16.7018535684749,2,3,2,"FBgn0033188","Drat",15058570,570.147247076035,203.7767415,"3"
"767","chr4",557851,557851,1,"-","FBtr0089106",14.1288338957944,2,557851,8.70337967869699,1,2,2,"FBgn0026869","Thd1",1673553,526.704534262419,41.898929,"3"
"768","chr3L",9374002,9374002,1,"+","FBtr0100559",21.8955740565947,4,9374002,17.8415710608082,3,4,2,"FBgn0001223","Hsp22",9374002,209.717388808727,374.597351,"3"
"769","chr3R",14370007,14370007,1,"-","FBtr0306742",3.68954497844379,2,14370007,2.75286526340792,1,2,2,"FBgn0024321","NK7.1",28740014,73.1205322742462,8.936932,"3"
"770","chr2L",20085064,20085064,1,"-","FBtr0310558",28.1735477492123,2,20085064,24.3182247813951,1,2,2,"FBgn0263773","fok",60255192,1073.26733011007,598.932807,"3"
"771","chrX",2646637,2646637,1,"+","FBtr0331752",6.28427090342455,2,2646637,3.74432531905272,1,2,2,"FBgn0003371","sgg",2646637,35.3766596317291,4.3625675,"3"
"772","chr3R",30388827,30388827,1,"+","FBtr0332168",25.0298179065258,4,30388827,19.9024932551568,1,2,2,"FBgn0015221","Fer2LCH",60777644,478.08902078867,1345.9083215,"3"
"773","chr3L",490823,490823,1,"-","FBtr0333851",5.3054757240376,2,490823,4.21946549943424,1,2,2,"FBgn0001316","klar",981646,82.5016984939575,11.504859,"3"
"774","chrX",5917162,5917162,1,"+","FBtr0070858",16.1882632199936,3,5917162,8.03080052783621,1,3,3,"FBgn0029824","CG3726",11834324,275.341758310795,3.8805325,"3"
"775","chr3L",1628374,1628374,1,"-","FBtr0072822",9.78541115982377,3,1628374,5.49529028952014,1,3,3,"FBgn0035246","CG13928",1628374,63.5201722383499,187.487756,"3"
"776","chr3L",1558480,1558480,1,"-","FBtr0072828",15.0408105186701,2,1558480,12.4755772563634,1,3,3,"FBgn0035232","CG12099",3116960,342.105885148048,72.546264,"3"
"777","chrX",18775232,18775232,1,"+","FBtr0074631",9.27311956223584,2,18775232,6.32376168614827,1,3,3,"FBgn0030955","CG6891",18775232,88.8581033349037,301.6868825,"3"
"778","chr3L",13023370,13023370,1,"+","FBtr0075878",9.49496153749023,3,13023370,5.57518500137787,1,3,3,"FBgn0286213","RpS12",13023370,82.8523994088173,2227.713567,"3"
"779","chr2L",3056599,3056599,1,"+","FBtr0077659",14.8666285942932,2,3056599,11.2572358853024,1,3,3,"FBgn0283427","FASN1",3056599,159.348399579525,304.549541,"3"
"780","chr2L",2580038,2580038,1,"-","FBtr0077745",2.68362703496505,2,2580038,1.35492199126404,1,3,3,"FBgn0031436","ND-B17.2",7740120,62.2488914728165,30.816005,"3"
