submitted_id	current_id	converted_id	current_symbol
FBgn0051816	FBgn0051816	FBgn0051816	CG31816
FBgn0243486	FBgn0243486	FBgn0243486	rdo
FBgn0025626	FBgn0025626	FBgn0025626	CG4281
FBgn0036437	FBgn0036437	FBgn0036437	CG5048
FBgn0028738	FBgn0028738	FBgn0028738	ETH
FBgn0259221	FBgn0259221	FBgn0259221	CG42321
FBgn0038128	FBgn0038128	FBgn0038128	Ravus
FBgn0024194	FBgn0024194	FBgn0024194	rasp
FBgn0053051	FBgn0053051	FBgn0053051	CG33051
FBgn0039561	FBgn0039561	FBgn0039561	mfrn
FBgn0261811	FBgn0261811	FBgn0261811	pico
FBgn0052846	FBgn0052846	FBgn0052846	CG32846
FBgn0050277	FBgn0050277	FBgn0050277	Oatp58Da
FBgn0036538	FBgn0036538	FBgn0036538	CG15715
FBgn0039577	FBgn0039577	FBgn0039577	CG12516
FBgn0037949	FBgn0037949	FBgn0037949	CG17360
FBgn0037626	FBgn0037626	FBgn0037626	CG8236
FBgn0066114	FBgn0066114	FBgn0066114	GlcAT-I
FBgn0001967	FBgn0001967	FBgn0001967	NimC3
FBgn0243516	FBgn0243516	FBgn0243516	Vrp1
FBgn0033518	FBgn0033518	FBgn0033518	Prx2540-2
FBgn0053017	FBgn0053017	FBgn0053017	CG33017
FBgn0038376	FBgn0038376	FBgn0038376	Hmt-1
FBgn0035484	FBgn0035484	FBgn0035484	CG11594
FBgn0032798	FBgn0032798	FBgn0032798	CG10132
FBgn0033651	FBgn0033651	FBgn0033651	Ir48c
FBgn0051708	FBgn0051708	FBgn0051708	DIP-zeta
FBgn0037755	FBgn0037755	FBgn0037755	CG12945
FBgn0037846	FBgn0037846	FBgn0037846	CG6574
FBgn0028552	FBgn0028552	FBgn0028552	gammaSnap1
FBgn0260632	FBgn0260632	FBgn0260632	dl
FBgn0032144	FBgn0032144	FBgn0032144	CG17633
FBgn0260953	FBgn0260953	FBgn0260953	CG42585
FBgn0039522	FBgn0039522	FBgn0039522	CG13972
FBgn0038921	FBgn0038921	FBgn0038921	CG6332
FBgn0000575	FBgn0000575	FBgn0000575	emc
FBgn0031937	FBgn0031937	FBgn0031937	CG13795
FBgn0028562	FBgn0028562	FBgn0028562	sut2
FBgn0024491	FBgn0024491	FBgn0024491	Bin1
FBgn0001202	FBgn0001202	FBgn0001202	hook
FBgn0032415	FBgn0032415	FBgn0032415	rho-6
FBgn0000808	FBgn0000808	FBgn0000808	gd
FBgn0052029	FBgn0052029	FBgn0052029	Cpr66D
FBgn0032161	FBgn0032161	FBgn0032161	CG4594
FBgn0035644	FBgn0035644	FBgn0035644	DNApol-epsilon58
FBgn0029912	FBgn0029912	FBgn0029912	CG4557
FBgn0039735	FBgn0039735	FBgn0039735	Nph
FBgn0033297	FBgn0033297	FBgn0033297	Mal-A8
FBgn0034480	FBgn0034480	FBgn0034480	CG16898
FBgn0032677	FBgn0032677	FBgn0032677	CG5790
FBgn0027057	FBgn0027057	FBgn0027057	CSN1b
FBgn0032481	FBgn0032481	FBgn0032481	CG16972
FBgn0034711	FBgn0283480	FBgn0283480	Alp2
FBgn0033969	FBgn0033969	FBgn0033969	CG10202
FBgn0004167	FBgn0004167	FBgn0004167	kst
FBgn0051781	FBgn0051781	FBgn0051781	CR31781
FBgn0028644	FBgn0028644	FBgn0028644	beat-Ic
FBgn0003129	FBgn0003129	FBgn0003129	Poxm
FBgn0260775	FBgn0260775	FBgn0260775	DnaJ-60
FBgn0037826	FBgn0037826	FBgn0037826	CG14689
FBgn0026268	FBgn0026268	FBgn0026268	antdh
FBgn0035033	FBgn0035033	FBgn0035033	CG3548
FBgn0029974	FBgn0029974	FBgn0029974	dpr14
FBgn0021795	FBgn0021795	FBgn0021795	Tapdelta
FBgn0034045	FBgn0034045	FBgn0034045	CG8249
FBgn0051495	FBgn0051495	FBgn0051495	CG31495
FBgn0039053	FBgn0039053	FBgn0039053	CG6738
FBgn0026064	FBgn0026064	FBgn0026064	KP78a
FBgn0022238	FBgn0022238	FBgn0022238	lolal
FBgn0035872	FBgn0035872	FBgn0035872	CG7185
FBgn0039863	FBgn0039863	FBgn0039863	CG1815
FBgn0040349	FBgn0040349	FBgn0040349	CG3699
FBgn0037141	FBgn0037141	FBgn0037141	DNApol-eta
FBgn0259162	FBgn0259162	FBgn0259162	RunxB
FBgn0037802	FBgn0037802	FBgn0037802	Sirt6
FBgn0035196	FBgn0035196	FBgn0035196	CG9129
FBgn0000359	FBgn0000359	FBgn0000359	Cp36
FBgn0000451	FBgn0000451	FBgn0000451	ect
FBgn0025693	FBgn0025693	FBgn0025693	ZnT41F
FBgn0025681	FBgn0025681	FBgn0025681	CG3558
FBgn0038569	FBgn0038569	FBgn0038569	CG7218
FBgn0043455	FBgn0043455	FBgn0043455	CG5986
FBgn0046888	FBgn0046888	FBgn0046888	CG31750
FBgn0033326	FBgn0033326	FBgn0033326	CG14743
FBgn0085231	FBgn0085231	FBgn0085231	CG34202
FBgn0038961	FBgn0038961	FBgn0038961	CG13850
FBgn0026566	FBgn0026566	FBgn0026566	CG1307
FBgn0035802	FBgn0035802	FBgn0035802	Pura
FBgn0035229	FBgn0035229	FBgn0035229	pns
FBgn0260234	FBgn0260234	FBgn0260234	Xport-B
FBgn0004143	FBgn0004143	FBgn0004143	nullo
FBgn0033250	FBgn0033250	FBgn0033250	CG14762
FBgn0035124	FBgn0035124	FBgn0035124	ttm2
FBgn0032057	FBgn0032057	FBgn0032057	CG9287
FBgn0243517	FBgn0263133	FBgn0263133	ico
FBgn0261791	FBgn0261791	FBgn0261791	SNRPG
FBgn0019650	FBgn0019650	FBgn0019650	toy
FBgn0039897	FBgn0039897	FBgn0039897	CG1674
FBgn0030869	FBgn0030869	FBgn0030869	Socs16D
FBgn0038337	FBgn0038337	FBgn0038337	CG6125
FBgn0001086	FBgn0001086	FBgn0001086	fzy
FBgn0082598	FBgn0082598	FBgn0082598	akirin
FBgn0051206	FBgn0051206	FBgn0051206	CG31206
FBgn0039970	FBgn0039970	FBgn0039970	CG17508
FBgn0040281	FBgn0040281	FBgn0040281	Aplip1
FBgn0030091	FBgn0030091	FBgn0030091	CG7065
FBgn0032231	FBgn0032231	FBgn0032231	CG5056
FBgn0000227	FBgn0000227	FBgn0000227	Bsg25A
FBgn0039936	FBgn0039936	FBgn0039936	Gyf
FBgn0032535	FBgn0032535	FBgn0032535	Ance-2
FBgn0034734	FBgn0034734	FBgn0034734	CG4554
FBgn0030058	FBgn0030058	FBgn0030058	CG11294
FBgn0032090	FBgn0032090	FBgn0032090	CG9582
FBgn0052413	FBgn0052413	FBgn0052413	CG32413
FBgn0010638	FBgn0010638	FBgn0010638	Sec61beta
FBgn0021995	FBgn0021995	FBgn0021995	Rs1
FBgn0052786	FBgn0052786	FBgn0052786	CG32786
FBgn0039532	FBgn0039532	FBgn0039532	Mtl
FBgn0033072	FBgn0033072	FBgn0033072	CG17994
FBgn0032452	FBgn0032452	FBgn0032452	CG15484
FBgn0259984	FBgn0259984	FBgn0259984	kuz
FBgn0037723	FBgn0037723	FBgn0037723	SpdS
FBgn0033347	FBgn0033347	FBgn0033347	CG8248
FBgn0032371	FBgn0032371	FBgn0032371	CG4983
FBgn0035581	FBgn0035581	FBgn0035581	Dnah3
FBgn0003008	FBgn0003008	FBgn0003008	or
FBgn0037550	FBgn0037550	FBgn0037550	CG9667
FBgn0259243	FBgn0259243	FBgn0259243	Pka-R1
FBgn0259685	FBgn0259685	FBgn0259685	crb
FBgn0260932	FBgn0260932	FBgn0260932	cuff
FBgn0260486	FBgn0260486	FBgn0260486	Ziz
FBgn0011656	FBgn0011656	FBgn0011656	Mef2
FBgn0261362	FBgn0283437	FBgn0283437	PPO1
FBgn0039593	FBgn0039593	FBgn0039593	Sid
FBgn0012049	FBgn0263108	FBgn0263108	BtbVII
FBgn0040392	FBgn0040392	FBgn0040392	CG14050
FBgn0001285	FBgn0001285	FBgn0001285	Jon44E
FBgn0038145	FBgn0038145	FBgn0038145	Droj2
FBgn0050007	FBgn0050007	FBgn0050007	CG30007
FBgn0035381	FBgn0262593	FBgn0262593	Shab
FBgn0051510	FBgn0051510	FBgn0051510	CG31510
FBgn0004406	FBgn0004406	FBgn0004406	tam
FBgn0039769	FBgn0039769	FBgn0039769	CG15534
FBgn0052313	FBgn0052313	FBgn0052313	CG32313
FBgn0033755	FBgn0033755	FBgn0033755	ClC-b
FBgn0002525	FBgn0002525	FBgn0002525	Lam
FBgn0036381	FBgn0036381	FBgn0036381	CG8745
FBgn0032688	FBgn0032688	FBgn0032688	CG15160
FBgn0051860	FBgn0051860	FBgn0051860	ZnT33D
FBgn0038017	FBgn0038017	FBgn0038017	CG4115
FBgn0051119	FBgn0051119	FBgn0051119	HDAC11
FBgn0030407	FBgn0030407	FBgn0030407	CG2543
FBgn0033110	FBgn0033110	FBgn0033110	CG9447
FBgn0020414	FBgn0020414	FBgn0020414	Idgf3
FBgn0001296	FBgn0001296	FBgn0001296	kar
FBgn0011259	FBgn0011259	FBgn0011259	Sema-1a
FBgn0036497	FBgn0036497	FBgn0036497	Ran-like
FBgn0015657	FBgn0263106	FBgn0263106	DnaJ-1
FBgn0051809	FBgn0051809	FBgn0051809	CG31809
FBgn0036486	FBgn0036486	FBgn0036486	Msh6
FBgn0013433	FBgn0013433	FBgn0013433	beat-Ia
FBgn0037060	FBgn0037060	FBgn0037060	CG10508
FBgn0036768	FBgn0036768	FBgn0036768	CG7402
FBgn0036889	FBgn0036889	FBgn0036889	CG14100
FBgn0032524	FBgn0032524	FBgn0032524	CG9267
FBgn0030915	FBgn0030915	FBgn0030915	CG6179
FBgn0028963	FBgn0028963	FBgn0028963	Or49b
FBgn0028397	FBgn0028397	FBgn0028397	Tob
FBgn0037428	FBgn0037428	FBgn0037428	Osi18
FBgn0032236	FBgn0032236	FBgn0032236	mRpS7
FBgn0037090	FBgn0037090	FBgn0037090	Est-Q
FBgn0035763	FBgn0035763	FBgn0035763	CG8602
FBgn0032879	FBgn0032879	FBgn0032879	CarT
FBgn0014023	FBgn0014023	FBgn0014023	mRpL47
FBgn0032643	FBgn0032643	FBgn0032643	GCS2beta
FBgn0028569	FBgn0028569	FBgn0028569	robl37BC
FBgn0035674	FBgn0035674	FBgn0035674	CG13295
FBgn0085382	FBgn0085382	FBgn0085382	CG34353
FBgn0046706	FBgn0046706	FBgn0046706	Haspin
FBgn0000055	FBgn0000055	FBgn0000055	Adh
FBgn0038886	FBgn0038886	FBgn0038886	CG6475
FBgn0036620	FBgn0036620	FBgn0036620	CG4842
FBgn0004516	FBgn0004516	FBgn0004516	Gad1
FBgn0003969	FBgn0003969	FBgn0003969	vap
FBgn0052373	FBgn0052373	FBgn0052373	CG32373
FBgn0010909	FBgn0010909	FBgn0010909	msn
FBgn0038892	FBgn0038892	FBgn0038892	CG15498
FBgn0259722	FBgn0259722	FBgn0259722	CG42376
FBgn0030102	FBgn0030102	FBgn0030102	SmydA-9
FBgn0029846	FBgn0264386	FBgn0264386	Ca-alpha1T
FBgn0015031	FBgn0015031	FBgn0015031	cype
FBgn0037911	FBgn0037911	FBgn0037911	CG10898
FBgn0037645	FBgn0037645	FBgn0037645	CG11966
FBgn0037022	FBgn0037022	FBgn0037022	CG11396
FBgn0032116	FBgn0032116	FBgn0032116	Mco1
FBgn0036318	FBgn0036318	FBgn0036318	Wbp2
FBgn0034181	FBgn0034181	FBgn0034181	CG8963
FBgn0039354	FBgn0039354	FBgn0039354	Lgr3
FBgn0036010	FBgn0036010	FBgn0036010	Ir67a
FBgn0035094	FBgn0035094	FBgn0035094	CG9380
FBgn0002707	FBgn0002707	FBgn0002707	mei-9
FBgn0261822	FBgn0261822	FBgn0261822	Bsg
FBgn0011481	FBgn0011481	FBgn0011481	Ssdp
FBgn0039250	FBgn0039250	FBgn0039250	Mink
FBgn0061515	FBgn0061515	FBgn0061515	endos
FBgn0037811	FBgn0037811	FBgn0037811	CG12592
FBgn0052939	FBgn0052939	FBgn0052939	CG32939
FBgn0038303	FBgn0038303	FBgn0038303	SIDL
FBgn0033752	FBgn0033752	FBgn0033752	CG8569
FBgn0002945	FBgn0002945	FBgn0002945	nkd
FBgn0085638	FBgn0085638	FBgn0085638	CG41378
FBgn0036947	FBgn0036947	FBgn0036947	obst-F
FBgn0031544	FBgn0031544	FBgn0031544	CG17593
FBgn0000045	FBgn0000045	FBgn0000045	Act79B
FBgn0052179	FBgn0052179	FBgn0052179	Krn
FBgn0052230	FBgn0052230	FBgn0052230	ND-MLRQ
FBgn0038195	FBgn0038195	FBgn0038195	CG3061
FBgn0019662	FBgn0019662	FBgn0019662	qm
FBgn0054005	FBgn0054005	FBgn0054005	CG34005
FBgn0050031	FBgn0050031	FBgn0050031	CG30031
FBgn0000551	FBgn0000551	FBgn0000551	Edg78E
FBgn0038089	FBgn0038089	FBgn0038089	d-cup
FBgn0035134	FBgn0035134	FBgn0035134	CG1231
FBgn0029522	FBgn0029522	FBgn0029522	CG13373
FBgn0005771	FBgn0005771	FBgn0005771	noc
FBgn0036512	FBgn0036512	FBgn0036512	CG16979
FBgn0031724	FBgn0031724	FBgn0031724	CG18266
FBgn0052161	FBgn0052161	FBgn0052161	CG32161
FBgn0051729	FBgn0051729	FBgn0051729	CG31729
FBgn0052343	FBgn0052343	FBgn0052343	Atac3
FBgn0033459	FBgn0033459	FBgn0033459	CG12744
FBgn0052681	FBgn0052681	FBgn0052681	CG32681
FBgn0034197	FBgn0034197	FBgn0034197	Cda9
FBgn0020261	FBgn0020261	FBgn0020261	pcm
FBgn0038811	FBgn0038811	FBgn0038811	CG4159
FBgn0085223	FBgn0085223	FBgn0085223	CG34194
FBgn0033174	FBgn0033174	FBgn0033174	CG11125
FBgn0029152	FBgn0029152	FBgn0029152	Mkrn1
FBgn0031232	FBgn0031232	FBgn0031232	CG11617
FBgn0023495	FBgn0023495	FBgn0023495	Lip3
FBgn0039257	FBgn0039257	FBgn0039257	tnc
FBgn0036451	FBgn0036451	FBgn0036451	CG9425
FBgn0011202	FBgn0011202	FBgn0011202	dia
FBgn0003460	FBgn0003460	FBgn0003460	so
FBgn0003130	FBgn0003130	FBgn0003130	Poxn
FBgn0034225	FBgn0034225	FBgn0034225	veil
FBgn0024980	FBgn0024980	FBgn0024980	Syx4
FBgn0052040	FBgn0052040	FBgn0052040	CG32040
FBgn0029961	FBgn0029961	FBgn0029961	Ir7a
FBgn0035444	FBgn0035444	FBgn0035444	CG12012
FBgn0004834	FBgn0261988	FBgn0261988	Gprk2
FBgn0005511	FBgn0261963	FBgn0261963	mid
FBgn0037690	FBgn0037690	FBgn0037690	Task7
FBgn0031905	FBgn0031905	FBgn0031905	gudu
FBgn0260459	FBgn0260459	FBgn0260459	CG14106
FBgn0033769	FBgn0033769	FBgn0033769	CG8768
FBgn0000565	FBgn0000565	FBgn0000565	Eip71CD
FBgn0014861	FBgn0014861	FBgn0014861	Mcm2
FBgn0037351	FBgn0037351	FBgn0037351	RpL13A
FBgn0028858	FBgn0028858	FBgn0028858	CG10839
FBgn0036286	FBgn0036286	FBgn0036286	CG10616
FBgn0031413	FBgn0031413	FBgn0031413	CG9967
FBgn0033987	FBgn0033987	FBgn0033987	ckn
FBgn0029704	FBgn0266570	FBgn0266570	CG2982
FBgn0020386	FBgn0020386	FBgn0020386	Pdk1
FBgn0036115	FBgn0263776	FBgn0263776	CG43693
FBgn0039147	FBgn0039147	FBgn0039147	CG10694
FBgn0030301	FBgn0030301	FBgn0030301	HP5
FBgn0063498	FBgn0063498	FBgn0063498	GstE2
FBgn0035720	FBgn0035720	FBgn0035720	CG10077
FBgn0031460	FBgn0031460	FBgn0031460	CG15399
FBgn0011236	FBgn0011236	FBgn0011236	ken
FBgn0261262	FBgn0261262	FBgn0261262	CG42613
FBgn0039644	FBgn0039644	FBgn0039644	CG11897
FBgn0032671	FBgn0032671	FBgn0032671	CG7200
FBgn0034283	FBgn0034283	FBgn0034283	CG14492
FBgn0031372	FBgn0031372	FBgn0031372	CG7295
FBgn0053292	FBgn0264711	FBgn0264711	CG43980
FBgn0035982	FBgn0035982	FBgn0035982	CG4461
FBgn0051804	FBgn0051804	FBgn0051804	CG31804
FBgn0038799	FBgn0038799	FBgn0038799	MFS9
FBgn0027786	FBgn0027786	FBgn0027786	Mtch
FBgn0052557	FBgn0052557	FBgn0052557	CG32557
FBgn0032911	FBgn0032911	FBgn0032911	tadr
FBgn0023527	FBgn0023527	FBgn0023527	CG3071
FBgn0031042	FBgn0031042	FBgn0031042	CG14221
FBgn0021872	FBgn0021872	FBgn0021872	Xbp1
FBgn0050431	FBgn0050431	FBgn0050431	CG30431
FBgn0032836	FBgn0032836	FBgn0032836	CG10680
FBgn0051021	FBgn0051021	FBgn0051021	CG31021
FBgn0033717	FBgn0033717	FBgn0033717	CG8839
FBgn0063368	FBgn0063368	FBgn0063368	Gpb5
FBgn0039689	FBgn0039689	FBgn0039689	CIA30
FBgn0036181	FBgn0036181	FBgn0036181	Muc68Ca
FBgn0052000	FBgn0052000	FBgn0052000	CG32000
FBgn0259922	FBgn0259922	FBgn0259922	Skadu
FBgn0004403	FBgn0004403	FBgn0004403	RpS14a
FBgn0000577	FBgn0000577	FBgn0000577	en
FBgn0034961	FBgn0034961	FBgn0034961	CG3163
FBgn0029943	FBgn0029943	FBgn0029943	Atg5
FBgn0001090	FBgn0001090	FBgn0001090	bnb
FBgn0085370	FBgn0085370	FBgn0085370	Pde11
FBgn0020369	FBgn0020369	FBgn0020369	Rpt6
FBgn0031969	FBgn0031969	FBgn0031969	pes
FBgn0003254	FBgn0003254	FBgn0003254	rib
FBgn0036970	FBgn0036970	FBgn0036970	Spn77Bc
FBgn0050043	FBgn0050043	FBgn0050043	CG30043
FBgn0260429	FBgn0260429	FBgn0260429	CG42524
FBgn0035967	FBgn0263456	FBgn0263456	nwk
FBgn0041184	FBgn0041184	FBgn0041184	Socs36E
FBgn0031337	FBgn0031337	FBgn0031337	CG14346
FBgn0032013	FBgn0032013	FBgn0032013	Scgalpha
FBgn0052668	FBgn0052668	FBgn0052668	CG32668
FBgn0033727	FBgn0033727	FBgn0033727	Or49a
FBgn0260812	FBgn0260812	FBgn0260812	inaF-D
FBgn0035620	FBgn0035620	FBgn0035620	CG5150
FBgn0034218	FBgn0034218	FBgn0034218	CG18467
FBgn0052135	FBgn0263232	FBgn0263232	Nxf3
FBgn0050110	FBgn0050110	FBgn0050110	CG30110
FBgn0033498	FBgn0033498	FBgn0033498	CG12209
FBgn0067783	FBgn0067783	FBgn0067783	att-ORFA
FBgn0029835	FBgn0029835	FBgn0029835	CG5921
FBgn0030683	FBgn0030683	FBgn0030683	CG8239
FBgn0003205	FBgn0003205	FBgn0003205	Ras85D
FBgn0035372	FBgn0035372	FBgn0035372	CG12093
FBgn0022985	FBgn0022985	FBgn0022985	qkr58E-2
FBgn0086251	FBgn0086251	FBgn0086251	del
FBgn0039554	FBgn0039554	FBgn0039554	CG5003
FBgn0030092	FBgn0030092	FBgn0030092	fh
FBgn0010435	FBgn0010435	FBgn0010435	emp
FBgn0037068	FBgn0037068	FBgn0037068	Cpr78Cb
FBgn0004362	FBgn0004362	FBgn0004362	HmgD
FBgn0040554	FBgn0040554	FBgn0040554	CR17025
FBgn0259182	FBgn0266801	FBgn0266801	CG45263
FBgn0032956	FBgn0032956	FBgn0032956	Cul2
FBgn0034410	FBgn0267351	FBgn0267351	Topors
FBgn0000024	FBgn0000024	FBgn0000024	Ace
FBgn0038257	FBgn0038257	FBgn0038257	smp-30
FBgn0004369	FBgn0004369	FBgn0004369	Ptp99A
FBgn0043536	FBgn0043536	FBgn0043536	Obp57d
FBgn0031872	FBgn0031872	FBgn0031872	ihog
FBgn0025336	FBgn0025336	FBgn0025336	CG4882
FBgn0033891	FBgn0033891	FBgn0033891	CG8067
FBgn0261019	FBgn0261019	FBgn0261019	moi
FBgn0023510	FBgn0023510	FBgn0023510	Rbcn-3B
FBgn0032926	FBgn0263050	FBgn0263050	CG43345
FBgn0032926	FBgn0263051	FBgn0263051	CG43346
FBgn0029681	FBgn0029681	FBgn0029681	CG15239
FBgn0261291	FBgn0261291	FBgn0261291	CheA86a
FBgn0030432	FBgn0030432	FBgn0030432	CG4404
FBgn0017556	FBgn0017556	FBgn0017556	Prosalpha4T2
FBgn0259701	FBgn0259701	FBgn0259701	CG42355
FBgn0069977	FBgn0267429	FBgn0267429	CG45782
FBgn0036640	FBgn0036640	FBgn0036640	nxf2
FBgn0036880	FBgn0036880	FBgn0036880	Cpr76Bc
FBgn0030735	FBgn0030735	FBgn0030735	CG3632
FBgn0030439	FBgn0030439	FBgn0030439	CG12716
FBgn0261285	FBgn0261285	FBgn0261285	Ppcs
FBgn0085430	FBgn0085430	FBgn0085430	CG34401
FBgn0031115	FBgn0031115	FBgn0031115	CG11710
FBgn0037881	FBgn0037881	FBgn0037881	GCC88
FBgn0035892	FBgn0266667	FBgn0266667	Exo70
FBgn0259733	FBgn0259733	FBgn0259733	tal-AA
FBgn0010591	FBgn0010591	FBgn0010591	Sply
FBgn0034573	FBgn0034573	FBgn0034573	CG3295
FBgn0028516	FBgn0028516	FBgn0028516	ZnT35C
FBgn0033702	FBgn0033702	FBgn0033702	CG8854
FBgn0032024	FBgn0032024	FBgn0032024	CG14273
FBgn0001256	FBgn0001256	FBgn0001256	ImpL1
FBgn0039802	FBgn0039802	FBgn0039802	dj-1beta
FBgn0010040	FBgn0010040	FBgn0010040	GstD4
FBgn0000490	FBgn0000490	FBgn0000490	dpp
FBgn0038499	FBgn0038499	FBgn0038499	Brf
FBgn0030964	FBgn0030964	FBgn0030964	Pvf1
FBgn0011743	FBgn0011743	FBgn0011743	Arp53D
FBgn0052572	FBgn0052572	FBgn0052572	CG32572
FBgn0038168	FBgn0038168	FBgn0038168	omd
FBgn0037942	FBgn0037942	FBgn0037942	CG14721
FBgn0027554	FBgn0027554	FBgn0027554	CG8042
FBgn0038166	FBgn0038166	FBgn0038166	CG9588
FBgn0032699	FBgn0032699	FBgn0032699	CG10383
FBgn0033868	FBgn0033868	FBgn0033868	S-Lap7
FBgn0030895	FBgn0030895	FBgn0030895	CG7135
FBgn0024832	FBgn0263351	FBgn0263351	AP-2mu
FBgn0003410	FBgn0003410	FBgn0003410	sina
FBgn0016940	FBgn0261933	FBgn0261933	SmD1
FBgn0053858	FBgn0053858	FBgn0053858	His1:CG33858
FBgn0053111	FBgn0053111	FBgn0053111	CG33111
FBgn0036147	FBgn0036147	FBgn0036147	Plod
FBgn0038851	FBgn0038851	FBgn0038851	dmrt93B
FBgn0028375	FBgn0028375	FBgn0028375	heix
FBgn0010019	FBgn0010019	FBgn0010019	Cyp4g1
FBgn0087035	FBgn0087035	FBgn0087035	AGO2
FBgn0085453	FBgn0085453	FBgn0085453	CG34424
FBgn0052819	FBgn0052819	FBgn0052819	CG32819
FBgn0037683	FBgn0037683	FBgn0037683	CG18473
FBgn0085351	FBgn0085351	FBgn0085351	inaF-A
FBgn0051410	FBgn0051410	FBgn0051410	Npc2e
FBgn0035388	FBgn0035388	FBgn0035388	CG2162
FBgn0032585	FBgn0032585	FBgn0032585	CG4580
FBgn0259247	FBgn0259247	FBgn0259247	laccase2
FBgn0030695	FBgn0030695	FBgn0030695	PGRP-LE
FBgn0037950	FBgn0037950	FBgn0037950	HisCl1
FBgn0039088	FBgn0039088	FBgn0039088	CG10164
FBgn0011722	FBgn0011722	FBgn0011722	Tig
FBgn0261395	FBgn0261395	FBgn0261395	Prosalpha3T
FBgn0038223	FBgn0038223	FBgn0038223	Afti
FBgn0034276	FBgn0034276	FBgn0034276	Sardh
FBgn0036815	FBgn0036815	FBgn0036815	HipHop
FBgn0030345	FBgn0030345	FBgn0030345	CG1847
FBgn0037780	FBgn0037780	FBgn0037780	CG3925
FBgn0042630	FBgn0042630	FBgn0042630	Sox21b
FBgn0038132	FBgn0038132	FBgn0038132	CG15887
FBgn0036782	FBgn0036782	FBgn0036782	CG7320
FBgn0034871	FBgn0034871	FBgn0034871	CG3906
FBgn0259878	FBgn0259878	FBgn0259878	Fs
FBgn0003482	FBgn0003482	FBgn0003482	spn-D
FBgn0033927	FBgn0033927	FBgn0033927	CR10102
FBgn0032087	FBgn0032087	FBgn0032087	CG9568
FBgn0030018	FBgn0030018	FBgn0030018	slpr
FBgn0036352	FBgn0036352	FBgn0036352	CG14110
FBgn0034902	FBgn0034902	FBgn0034902	CG5532
FBgn0028370	FBgn0028370	FBgn0028370	kek3
FBgn0035753	FBgn0035753	FBgn0035753	RpL18
FBgn0025525	FBgn0025525	FBgn0025525	bab2
FBgn0031284	FBgn0031284	FBgn0031284	CG3876
FBgn0000557	FBgn0000557	FBgn0000557	Ef1alpha100E
FBgn0085275	FBgn0263606	FBgn0263606	Hsc20
FBgn0011739	FBgn0011739	FBgn0011739	wts
FBgn0034552	FBgn0034552	FBgn0034552	CG17999
FBgn0030400	FBgn0030400	FBgn0030400	CG11138
FBgn0026150	FBgn0026150	FBgn0026150	ApepP
FBgn0036862	FBgn0036862	FBgn0036862	Gbs-76A
FBgn0036324	FBgn0036324	FBgn0036324	CG12520
FBgn0033995	FBgn0033995	FBgn0033995	GPHR
FBgn0015791	FBgn0015791	FBgn0015791	Rab14
FBgn0031187	FBgn0031187	FBgn0031187	Usp2
FBgn0001123	FBgn0001123	FBgn0001123	Galphas
FBgn0036249	FBgn0036249	FBgn0036249	CG11560
FBgn0035911	FBgn0035911	FBgn0035911	CG6638
FBgn0086611	FBgn0086611	FBgn0086611	Lcp65Ag3
FBgn0027582	FBgn0027582	FBgn0027582	CG6230
FBgn0037465	FBgn0037465	FBgn0037465	CG1105
FBgn0035176	FBgn0035176	FBgn0035176	CG13905
FBgn0031252	FBgn0031252	FBgn0031252	CG13690
FBgn0053281	FBgn0053281	FBgn0053281	CG33281
FBgn0033742	FBgn0033742	FBgn0033742	CG8550
FBgn0038511	FBgn0038511	FBgn0038511	cysu
FBgn0039153	FBgn0039153	FBgn0039153	GatB
FBgn0004867	FBgn0004867	FBgn0004867	RpS2
FBgn0031217	FBgn0031217	FBgn0031217	CG11377
FBgn0051475	FBgn0051475	FBgn0051475	CG31475
FBgn0043904	FBgn0262475	FBgn0262475	bru2
FBgn0037387	FBgn0037387	FBgn0037387	CG1213
FBgn0037344	FBgn0037344	FBgn0037344	CG2926
FBgn0032378	FBgn0032378	FBgn0032378	CycY
FBgn0035458	FBgn0035458	FBgn0035458	ppk27
FBgn0261619	FBgn0265297	FBgn0265297	pAbp
FBgn0004244	FBgn0004244	FBgn0004244	Rdl
FBgn0027561	FBgn0027561	FBgn0027561	CG18659
FBgn0034372	FBgn0034372	FBgn0034372	Gint3
FBgn0034027	FBgn0034027	FBgn0034027	CG8187
FBgn0032494	FBgn0032494	FBgn0032494	CG5945
FBgn0030011	FBgn0030011	FBgn0030011	Gbeta5
FBgn0002962	FBgn0002962	FBgn0002962	nos
FBgn0011829	FBgn0011829	FBgn0011829	Ret
FBgn0036590	FBgn0036590	FBgn0036590	CG13065
FBgn0031476	FBgn0031476	FBgn0031476	CG8813
FBgn0030051	FBgn0030051	FBgn0030051	spirit
FBgn0087041	FBgn0087041	FBgn0087041	CG42231
FBgn0039344	FBgn0039344	FBgn0039344	CG4582
FBgn0035524	FBgn0035524	FBgn0035524	CG11583
FBgn0034931	FBgn0034931	FBgn0034931	CG2812
FBgn0037933	FBgn0037933	FBgn0037933	Ho
FBgn0032514	FBgn0032514	FBgn0032514	CG9302
FBgn0034914	FBgn0034914	FBgn0034914	CG5554
FBgn0032119	FBgn0032119	FBgn0032119	CG3769
FBgn0053234	FBgn0053234	FBgn0053234	CG33234
FBgn0029667	FBgn0029667	FBgn0029667	Gas8
